farmer_id;market_id;transaction_date;amount;name;creation_date;title;category;worker_id;extra_info;market_type
332;28;2021-08-18;3739;Dixon and Sons;2022-12-29;Last;seek;;;Mercado de Fruta
107;349;2022-11-19;1581;Jones, Keith and Wiggins;2021-05-06;Hour;think;;;Mercado de Fruta
447;260;2022-12-31;4771;Palmer, Hall and Mcintosh;2023-12-21;Military;chance;;;Mercado de Legumes
428;310;2020-01-12;3817;Baldwin-Chandler;2022-06-04;Wind;situation;141.0;think;Mercado de Fruta
432;955;2020-07-25;494;Wright Group;2021-03-18;True;house;;;Mercado de Fruta
411;856;2023-06-19;3809;Howard-Gomez;2021-12-18;Something;summer;62.0;care;Mercado de Fruta
455;328;2024-03-30;807;Giles, Lewis and Sampson;2021-08-24;Yes;discover;;;Mercado de Fruta
62;205;2020-07-22;2657;Dean Group;2023-04-26;Need;from;;;Mercado de Fruta
220;351;2021-05-08;3794;Sharp-Williams;2024-08-10;Enough;character;;;Mercado de Flores
479;941;2023-02-15;606;Reynolds, Christian and Lopez;2021-07-19;Picture;lay;;;Mercado de Legumes
336;593;2024-11-07;4312;Michael and Sons;2022-10-12;Throw;picture;;;Mercado de Legumes
178;78;2020-10-06;4559;Hernandez, Lewis and Shields;2025-07-25;Generation;there;97.0;pay;Mercado de Flores
335;894;2025-11-23;4780;Webb Inc;2023-03-12;Camera;field;;;Mercado de Flores
49;529;2023-12-18;3097;Black and Sons;2021-10-18;Car;season;;;Mercado de Fruta
122;355;2024-07-22;3402;Scott-Bowers;2024-12-19;Real;wife;;;Mercado de Fruta
2;672;2021-04-04;310;Rogers, Fernandez and Perez;2023-11-29;Total;hold;176.0;price;Mercado de Flores
2;672;2021-04-04;310;Rogers, Fernandez and Perez;2023-11-29;Total;hold;199.0;lot;Mercado de Flores
39;146;2022-12-07;3178;Yu-Ramirez;2025-09-02;Direction;skin;21.0;party;Mercado de Legumes
337;565;2021-04-10;191;Jackson Ltd;2022-01-03;Interview;election;14.0;fight;Mercado de Fruta
152;737;2024-09-26;1852;Schultz-Glass;2023-06-16;Cell;may;118.0;western;Mercado de Legumes
440;250;2025-03-13;2622;Johnson, Smith and Reed;2024-11-14;Memory;Democrat;159.0;talk;Mercado de Fruta
79;154;2024-01-26;714;Lopez, Newton and Rivera;2021-03-22;Data;marriage;;;Mercado de Fruta
88;812;2020-12-18;2204;Brewer Ltd;2023-01-19;Debate;let;;;Mercado de Legumes
134;709;2023-01-12;1337;Riddle-Jones;2023-07-15;Account;moment;;;Mercado de Fruta
276;131;2021-02-14;3308;Spencer PLC;2025-06-17;Generation;work;;;Mercado de Legumes
77;791;2021-11-04;4022;Carter PLC;2024-11-13;Project;become;;;Mercado de Legumes
160;610;2021-01-06;2746;Marshall and Sons;2024-12-11;To;bad;63.0;sit;Mercado de Fruta
24;199;2023-06-29;2190;Yates Ltd;2021-10-02;Before;around;64.0;away;Mercado de Fruta
174;231;2021-11-07;2636;Pope, Perez and Mcdonald;2024-06-19;Memory;wide;;;Mercado de Flores
312;813;2022-02-27;2655;Roberts, Sanchez and Cook;2021-10-18;Floor;national;;;Mercado de Flores
392;332;2022-11-23;3190;Nelson-Donaldson;2024-05-14;Show;wonder;107.0;sense;Mercado de Legumes
9;495;2025-09-29;4880;Perez-Hurley;2022-02-11;Medical;interesting;;;Mercado de Flores
208;224;2024-04-23;1151;Nunez-Lopez;2025-09-23;Rather;source;;;Mercado de Legumes
144;690;2023-03-04;4593;Mercado-Thomas;2024-04-11;Modern;strategy;103.0;need;Mercado de Flores
122;461;2020-03-08;887;Scott-Bowers;2024-12-19;Director;war;;;Mercado de Legumes
432;542;2025-04-20;1973;Wright Group;2021-03-18;School;itself;;;Mercado de Legumes
36;266;2022-06-21;3771;Williams Inc;2025-02-07;Speak;fill;152.0;increase;Mercado de Legumes
110;686;2024-07-27;666;Price Inc;2025-10-27;Difference;black;121.0;what;Mercado de Legumes
259;589;2023-05-22;3122;Pham, Farmer and Marsh;2021-04-12;Environmental;strategy;50.0;have;Mercado de Fruta
293;319;2023-11-18;3968;Tyler LLC;2025-11-18;Green;almost;;;Mercado de Fruta
277;957;2022-06-10;1504;Bennett Group;2021-03-31;Glass;especially;;;Mercado de Flores
206;401;2021-03-08;4238;Glass, Berry and Williams;2024-08-17;Admit;politics;;;Mercado de Legumes
251;874;2020-03-15;2734;Fernandez Inc;2021-07-16;Win;enjoy;59.0;western;Mercado de Fruta
22;878;2022-04-20;3429;Hernandez, Cain and Dalton;2021-04-23;Personal;could;158.0;outside;Mercado de Legumes
271;539;2024-12-14;4027;Lucero-Dawson;2021-03-15;Whom;what;;;Mercado de Legumes
410;159;2021-04-08;4852;Clark Ltd;2021-04-02;Newspaper;herself;;;Mercado de Flores
91;722;2025-03-07;4778;Lee-Osborne;2023-03-17;Executive;training;;;Mercado de Legumes
441;476;2024-01-28;2678;Mclaughlin, Hernandez and Fitzpatrick;2025-05-27;Money;project;;;Mercado de Legumes
377;699;2021-12-27;1225;Humphrey-Hancock;2023-12-16;Yes;explain;;;Mercado de Flores
75;196;2025-07-31;3417;Conley LLC;2025-11-10;Soldier;whatever;;;Mercado de Fruta
173;535;2021-04-10;2531;Roberts, Nichols and Simon;2023-07-04;Recognize;name;;;Mercado de Fruta
52;773;2020-06-03;3655;Hess PLC;2022-07-05;Personal;sea;112.0;that;Mercado de Legumes
70;21;2024-07-23;1548;Brown Inc;2024-12-20;Cultural;threat;139.0;mission;Mercado de Flores
70;21;2024-07-23;1548;Brown Inc;2024-12-20;Cultural;threat;143.0;prevent;Mercado de Flores
74;553;2020-01-07;2261;Campbell Inc;2023-06-06;Pick;member;;;Mercado de Fruta
305;818;2025-09-15;1728;Johnson-Hunter;2023-04-03;Now;he;;;Mercado de Legumes
480;934;2021-12-03;2946;Jones-Chavez;2022-10-24;Toward;act;99.0;then;Mercado de Fruta
480;934;2021-12-03;2946;Jones-Chavez;2022-10-24;Toward;act;131.0;religious;Mercado de Fruta
161;249;2020-04-15;426;Mays-Harmon;2022-10-23;Kind;organization;;;Mercado de Flores
259;242;2025-06-13;460;Pham, Farmer and Marsh;2021-04-12;Again;eight;50.0;have;Mercado de Legumes
417;996;2022-09-12;2912;Wells Group;2026-01-14;List;education;;;Mercado de Flores
392;828;2025-06-10;3980;Nelson-Donaldson;2024-05-14;Training;finish;107.0;sense;Mercado de Flores
418;437;2020-04-19;3041;Shelton Ltd;2022-01-04;Care;score;;;Mercado de Legumes
294;618;2025-08-02;2563;Jones, Leon and Edwards;2024-02-02;West;manage;98.0;human;Mercado de Flores
157;690;2025-01-27;1574;West Group;2021-06-12;Modern;strategy;;;Mercado de Flores
276;785;2024-12-08;194;Spencer PLC;2025-06-17;Four;his;;;Mercado de Legumes
489;692;2025-02-05;2472;Lee, Guerrero and Alexander;2026-01-14;Fact;finally;;;Mercado de Legumes
10;36;2021-07-07;4378;Woods, Taylor and Harrison;2024-07-08;Identify;movie;;;Mercado de Flores
459;453;2021-12-16;4690;Holland, Evans and Myers;2023-04-18;Require;situation;25.0;large;Mercado de Flores
442;617;2021-02-08;4573;Savage Ltd;2025-04-01;Ok;thought;;;Mercado de Legumes
408;257;2024-04-28;1639;Wright-Jones;2022-01-26;If;participant;;;Mercado de Legumes
27;55;2021-04-08;2844;Mosley-Kim;2023-04-06;Themselves;believe;;;Mercado de Fruta
409;999;2024-03-28;3207;Long Ltd;2024-03-21;Indeed;bed;;;Mercado de Flores
410;542;2021-04-19;1846;Clark Ltd;2021-04-02;School;itself;;;Mercado de Legumes
336;491;2026-02-01;2275;Michael and Sons;2022-10-12;Point;place;;;Mercado de Legumes
431;945;2022-02-14;4758;Taylor Inc;2024-08-22;Peace;student;104.0;account;Mercado de Flores
289;331;2024-05-02;3722;Spencer-Carter;2026-01-20;Any;respond;;;Mercado de Fruta
18;282;2026-02-04;1065;Ford-Garrett;2025-06-05;Notice;peace;;;Mercado de Flores
496;912;2021-11-24;4424;Barrett, Patrick and Morton;2025-03-09;Together;participant;129.0;nor;Mercado de Flores
471;354;2024-12-22;1884;Mason-Rogers;2025-10-13;Another;collection;;;Mercado de Flores
4;84;2024-12-13;3191;Compton, Gonzalez and Banks;2021-03-20;Decade;compare;49.0;next;Mercado de Flores
82;545;2024-07-12;2673;Perez PLC;2022-08-24;Provide;tree;;;Mercado de Legumes
147;76;2024-05-09;3268;Hess-Dickson;2022-09-18;Black;across;119.0;force;Mercado de Fruta
190;539;2025-02-22;2908;Lyons-Cook;2023-06-02;Whom;what;;;Mercado de Legumes
346;339;2025-01-07;2878;Paul, Stewart and Pierce;2024-08-13;Agreement;firm;44.0;house;Mercado de Flores
457;394;2020-02-14;1799;Olsen LLC;2024-01-29;Information;analysis;;;Mercado de Fruta
187;47;2020-12-16;1788;Hanson, White and Jackson;2024-06-25;It;form;;;Mercado de Legumes
426;191;2024-12-08;3787;Johnson-Williams;2021-10-18;Before;middle;82.0;marriage;Mercado de Legumes
403;170;2025-09-12;4032;Reynolds PLC;2023-07-11;Argue;reality;70.0;score;Mercado de Legumes
93;192;2022-01-06;1369;Russell Ltd;2025-01-13;Line;police;194.0;quickly;Mercado de Flores
438;340;2026-02-11;3073;Reed, Vega and Ho;2022-04-05;During;national;42.0;seem;Mercado de Fruta
170;909;2024-04-08;4553;Collins-Campos;2025-06-15;Establish;almost;;;Mercado de Flores
433;978;2020-08-31;4610;Ballard-Orozco;2024-02-08;Western;artist;136.0;of;Mercado de Flores
100;521;2020-05-27;1610;Brown PLC;2025-07-17;Carry;several;;;Mercado de Legumes
478;311;2022-05-14;1914;Vaughan, Tucker and Jackson;2023-05-14;Today;organization;;;Mercado de Legumes
275;114;2024-03-08;2326;Cox, Wright and Price;2023-10-30;Plant;much;;;Mercado de Flores
41;546;2023-10-18;4093;Stephenson-Lee;2025-10-15;Cover;control;;;Mercado de Flores
252;590;2021-03-11;2869;Mitchell, Phillips and Marshall;2024-10-27;Team;day;105.0;partner;Mercado de Legumes
34;332;2023-11-16;1027;Martinez, Beck and Moyer;2022-10-22;Show;wonder;47.0;too;Mercado de Legumes
246;752;2021-10-22;3559;Wood-Fisher;2025-06-13;Job;strong;;;Mercado de Legumes
305;271;2021-03-29;4111;Johnson-Hunter;2023-04-03;Chair;near;;;Mercado de Fruta
123;237;2025-09-20;4829;Rivas LLC;2024-11-01;Street;check;54.0;million;Mercado de Flores
123;237;2025-09-20;4829;Rivas LLC;2024-11-01;Street;check;108.0;office;Mercado de Flores
117;648;2020-02-21;3052;Avila, Duke and Medina;2024-04-05;Book;score;184.0;specific;Mercado de Flores
159;260;2023-03-26;3035;Johnson, Long and Benson;2022-06-05;Military;chance;;;Mercado de Legumes
162;789;2022-07-20;4441;Jacobs-Watson;2025-05-15;Her;fear;;;Mercado de Flores
456;716;2022-04-27;3972;Price, Franklin and Duarte;2025-01-08;Gas;enough;;;Mercado de Legumes
170;518;2024-07-26;2393;Collins-Campos;2025-06-15;True;effort;;;Mercado de Legumes
239;745;2020-03-01;2259;Garcia LLC;2025-07-11;Large;nature;;;Mercado de Fruta
100;220;2022-07-28;1992;Brown PLC;2025-07-17;Plan;case;;;Mercado de Fruta
283;194;2026-01-25;2375;Nguyen-Patterson;2023-01-09;Student;each;;;Mercado de Legumes
51;122;2023-04-20;125;Mueller-Herrera;2022-08-02;North;eight;;;Mercado de Legumes
466;845;2022-06-25;3092;Hernandez-Lynch;2022-02-27;Challenge;performance;;;Mercado de Legumes
351;894;2023-06-14;3829;Curtis Inc;2024-10-01;Camera;field;101.0;both;Mercado de Flores
123;419;2025-03-26;143;Rivas LLC;2024-11-01;Available;citizen;54.0;million;Mercado de Legumes
123;419;2025-03-26;143;Rivas LLC;2024-11-01;Available;citizen;108.0;office;Mercado de Legumes
50;814;2022-12-31;3610;Maldonado and Sons;2021-06-01;Natural;foot;;;Mercado de Fruta
311;627;2025-06-29;4139;Johnson-Blankenship;2021-09-21;Effort;effect;46.0;far;Mercado de Flores
478;203;2022-02-15;554;Vaughan, Tucker and Jackson;2023-05-14;Wind;stock;;;Mercado de Legumes
299;930;2022-05-28;1482;Booker PLC;2025-08-17;Government;old;;;Mercado de Flores
462;797;2023-05-06;1970;Hansen-Lewis;2024-07-07;Another;live;;;Mercado de Legumes
243;758;2024-11-28;2646;Jensen, Flores and Barnes;2021-07-05;Every;stock;;;Mercado de Legumes
189;333;2022-01-21;4034;Clark LLC;2025-06-23;To;watch;;;Mercado de Flores
128;258;2021-01-12;1743;Butler-Washington;2021-05-01;Amount;lawyer;;;Mercado de Flores
293;180;2020-01-07;2278;Tyler LLC;2025-11-18;Entire;choose;;;Mercado de Flores
209;994;2021-09-08;4959;Savage, Tran and Atkins;2021-10-19;Claim;product;;;Mercado de Fruta
304;186;2021-02-27;2084;Welch Ltd;2022-10-24;Personal;within;190.0;give;Mercado de Flores
95;567;2022-11-09;3350;Woods and Sons;2022-04-09;Must;friend;32.0;follow;Mercado de Flores
75;199;2023-12-22;2243;Conley LLC;2025-11-10;Before;around;;;Mercado de Fruta
148;31;2022-08-01;603;Hicks, Smith and Watson;2026-01-22;Security;marriage;18.0;turn;Mercado de Fruta
156;907;2022-03-15;1219;Wilkinson, George and Turner;2024-05-22;Too;school;;;Mercado de Fruta
167;651;2023-09-15;4575;Walker LLC;2023-07-29;Street;recently;;;Mercado de Flores
151;551;2023-06-01;3883;Duncan PLC;2023-08-10;Now;help;;;Mercado de Legumes
411;573;2023-03-03;2469;Howard-Gomez;2021-12-18;Speech;whether;62.0;care;Mercado de Flores
358;598;2024-06-04;1330;Mccormick and Sons;2023-11-06;Oil;speech;24.0;during;Mercado de Fruta
358;598;2024-06-04;1330;Mccormick and Sons;2023-11-06;Oil;speech;138.0;democratic;Mercado de Fruta
232;798;2024-08-18;3354;Stephenson Group;2025-12-12;Young;pay;;;Mercado de Flores
268;251;2025-12-29;988;Taylor Inc;2022-03-26;Create;media;;;Mercado de Legumes
413;702;2026-02-04;167;Shelton Inc;2024-03-19;Cell;first;;;Mercado de Flores
422;867;2022-10-17;3360;Wright, Dickerson and Mcdonald;2023-02-13;Culture;turn;162.0;management;Mercado de Flores
223;747;2021-08-06;4565;Wilcox, Johnson and Dunlap;2025-04-12;Respond;night;17.0;character;Mercado de Flores
350;874;2020-08-08;679;Medina-Johnson;2023-03-01;Win;enjoy;;;Mercado de Fruta
334;490;2026-01-29;1907;Hernandez-Mason;2024-04-05;Bar;former;140.0;ok;Mercado de Fruta
79;359;2024-07-13;3812;Lopez, Newton and Rivera;2021-03-22;Market;sister;;;Mercado de Legumes
44;367;2020-04-08;3538;Johnson, Hooper and Norton;2022-03-04;Street;outside;;;Mercado de Fruta
244;117;2025-12-31;1245;Perez Ltd;2024-11-05;It;senior;;;Mercado de Flores
117;408;2023-08-22;1953;Avila, Duke and Medina;2024-04-05;Agree;represent;184.0;specific;Mercado de Flores
407;234;2020-01-01;1385;Ford, Spencer and Copeland;2021-10-25;Edge;woman;;;Mercado de Flores
116;194;2021-03-06;4415;Williams, Anderson and Lopez;2025-02-13;Student;each;28.0;difference;Mercado de Legumes
20;302;2023-02-05;1885;Wilkerson PLC;2021-05-09;Poor;responsibility;116.0;explain;Mercado de Legumes
127;866;2023-09-10;677;Hill PLC;2025-05-30;Base;compare;73.0;Congress;Mercado de Legumes
154;385;2021-03-13;4391;Coffey, Hodges and Tanner;2024-09-16;Position;turn;179.0;democratic;Mercado de Fruta
154;385;2021-03-13;4391;Coffey, Hodges and Tanner;2024-09-16;Position;turn;189.0;kind;Mercado de Fruta
442;76;2025-03-07;1180;Savage Ltd;2025-04-01;Black;across;;;Mercado de Fruta
104;888;2021-01-14;4038;Mosley, Petty and Davis;2026-01-02;Notice;here;;;Mercado de Flores
241;930;2020-12-22;1120;Bates-Rivera;2022-09-06;Government;old;;;Mercado de Flores
129;10;2026-01-12;3248;Gonzalez LLC;2025-09-05;News;treat;30.0;difficult;Mercado de Fruta
129;10;2026-01-12;3248;Gonzalez LLC;2025-09-05;News;treat;191.0;a;Mercado de Fruta
262;498;2021-01-01;1147;Williams and Sons;2023-12-20;Boy;though;;;Mercado de Flores
428;905;2021-12-05;606;Baldwin-Chandler;2022-06-04;Economic;meet;141.0;think;Mercado de Legumes
187;299;2022-09-10;649;Hanson, White and Jackson;2024-06-25;General;parent;;;Mercado de Legumes
357;645;2022-12-10;516;Curry, Luna and White;2023-03-17;Turn;herself;;;Mercado de Flores
494;434;2021-03-09;864;Rasmussen Group;2023-04-05;Energy;marriage;;;Mercado de Legumes
96;634;2023-03-13;739;Sosa, Newton and Anderson;2022-05-18;Feeling;near;;;Mercado de Fruta
231;282;2025-07-05;2736;Griffin PLC;2021-03-20;Notice;peace;;;Mercado de Flores
239;343;2020-01-12;3024;Garcia LLC;2025-07-11;Camera;theory;;;Mercado de Fruta
11;290;2021-09-17;1517;Serrano, Young and Nichols;2024-10-20;Education;share;;;Mercado de Legumes
149;382;2020-05-12;4308;Sawyer LLC;2026-01-27;Political;Democrat;;;Mercado de Fruta
145;565;2020-04-25;2607;Weaver Ltd;2021-10-16;Interview;election;;;Mercado de Fruta
38;861;2023-02-04;4766;Moore LLC;2022-08-15;House;third;;;Mercado de Flores
163;423;2021-09-01;415;Rogers and Sons;2024-04-13;Politics;teacher;;;Mercado de Flores
334;771;2023-06-01;1356;Hernandez-Mason;2024-04-05;Stuff;mother;140.0;ok;Mercado de Flores
451;65;2024-02-24;4478;Clay, Rivera and Taylor;2025-12-13;Unit;day;;;Mercado de Legumes
421;166;2024-03-12;4921;Martin LLC;2023-10-20;Give;certainly;;;Mercado de Fruta
305;5;2025-03-05;2424;Johnson-Hunter;2023-04-03;They;describe;;;Mercado de Legumes
11;406;2023-11-07;1827;Serrano, Young and Nichols;2024-10-20;Go;ability;;;Mercado de Fruta
324;838;2024-05-24;4130;Pearson-Dean;2022-05-18;Phone;interview;;;Mercado de Fruta
319;455;2022-11-18;520;Lee-White;2022-01-14;Read;measure;;;Mercado de Legumes
190;421;2025-02-26;1227;Lyons-Cook;2023-06-02;Director;fine;;;Mercado de Fruta
97;240;2025-09-03;818;Munoz-Lawson;2024-07-29;Describe;attorney;20.0;stay;Mercado de Flores
97;240;2025-09-03;818;Munoz-Lawson;2024-07-29;Describe;attorney;23.0;total;Mercado de Flores
97;240;2025-09-03;818;Munoz-Lawson;2024-07-29;Describe;attorney;26.0;identify;Mercado de Flores
97;240;2025-09-03;818;Munoz-Lawson;2024-07-29;Describe;attorney;150.0;join;Mercado de Flores
97;240;2025-09-03;818;Munoz-Lawson;2024-07-29;Describe;attorney;181.0;grow;Mercado de Flores
206;604;2020-11-07;3781;Glass, Berry and Williams;2024-08-17;Small;which;;;Mercado de Fruta
387;395;2024-08-28;3964;Smith Group;2022-08-12;Course;remain;15.0;Mrs;Mercado de Legumes
387;395;2024-08-28;3964;Smith Group;2022-08-12;Course;remain;65.0;window;Mercado de Legumes
321;942;2024-07-07;2922;Frost-Wolfe;2023-12-28;Bill;reason;;;Mercado de Flores
436;991;2020-12-27;1372;Henry, Krueger and Freeman;2021-09-19;Meeting;trial;;;Mercado de Fruta
378;474;2024-07-14;885;Clark, Sloan and Maldonado;2024-06-22;Court;truth;;;Mercado de Flores
410;357;2025-08-19;772;Clark Ltd;2021-04-02;One;his;;;Mercado de Flores
131;414;2020-10-17;4693;Schroeder, Moss and Rivas;2021-05-15;Next;eight;;;Mercado de Flores
222;982;2024-05-14;3685;Fisher, Dawson and Saunders;2021-12-24;Their;ever;;;Mercado de Fruta
88;65;2022-11-01;1944;Brewer Ltd;2023-01-19;Unit;day;;;Mercado de Legumes
438;439;2023-07-06;4830;Reed, Vega and Ho;2022-04-05;Weight;clear;42.0;seem;Mercado de Fruta
143;36;2024-07-04;639;Flores and Sons;2024-12-02;Identify;movie;;;Mercado de Flores
445;565;2023-01-23;2322;Rodriguez LLC;2023-11-14;Interview;election;;;Mercado de Fruta
357;288;2025-02-15;2429;Curry, Luna and White;2023-03-17;There;ask;;;Mercado de Flores
317;932;2023-05-08;573;Snyder and Sons;2021-07-03;Rule;about;;;Mercado de Legumes
321;569;2020-06-03;1760;Frost-Wolfe;2023-12-28;Process;body;;;Mercado de Legumes
34;585;2025-09-12;807;Martinez, Beck and Moyer;2022-10-22;Top;middle;47.0;too;Mercado de Flores
128;113;2023-07-11;4284;Butler-Washington;2021-05-01;Itself;issue;;;Mercado de Legumes
350;952;2020-02-26;4751;Medina-Johnson;2023-03-01;Religious;positive;;;Mercado de Fruta
242;87;2024-10-08;4154;Bishop, Acosta and Obrien;2022-08-25;Early;my;;;Mercado de Flores
316;101;2020-02-08;4193;Rodriguez, Huff and Holland;2024-08-16;Include;happen;;;Mercado de Legumes
495;712;2021-11-24;2415;Miller, Cherry and Torres;2025-12-22;Industry;purpose;;;Mercado de Fruta
119;745;2022-09-10;1873;Shelton, Odonnell and Williams;2022-11-17;Large;nature;;;Mercado de Fruta
472;978;2024-09-22;153;Camacho Inc;2022-03-16;Western;artist;;;Mercado de Flores
403;747;2023-11-25;660;Reynolds PLC;2023-07-11;Respond;night;70.0;score;Mercado de Flores
261;334;2021-04-03;239;Long-Ellis;2022-07-28;Tree;certain;55.0;between;Mercado de Fruta
41;849;2022-12-16;4711;Stephenson-Lee;2025-10-15;Security;well;;;Mercado de Flores
204;946;2023-09-18;716;Flynn-Knight;2023-08-04;Ago;box;;;Mercado de Fruta
386;310;2022-04-01;2861;Hayden-Ellis;2026-01-01;Wind;situation;;;Mercado de Fruta
285;784;2025-09-02;4709;English-Williams;2023-09-29;Score;poor;;;Mercado de Fruta
72;648;2022-02-14;4903;Crane-Torres;2022-06-18;Book;score;86.0;school;Mercado de Flores
426;426;2024-03-17;2254;Johnson-Williams;2021-10-18;Fly;commercial;82.0;marriage;Mercado de Flores
228;457;2022-02-20;3008;Butler PLC;2021-05-21;Either;late;;;Mercado de Fruta
286;889;2024-01-01;877;James PLC;2024-11-09;Executive;level;;;Mercado de Fruta
489;818;2024-01-15;657;Lee, Guerrero and Alexander;2026-01-14;Now;he;;;Mercado de Legumes
19;236;2024-09-19;1911;Taylor Group;2023-12-11;Cultural;control;;;Mercado de Legumes
378;633;2024-07-07;3311;Clark, Sloan and Maldonado;2024-06-22;Action;its;;;Mercado de Flores
349;588;2025-06-25;2056;Wise-Perry;2021-04-04;Wear;region;;;Mercado de Flores
489;759;2020-01-30;1505;Lee, Guerrero and Alexander;2026-01-14;Own;recognize;;;Mercado de Flores
296;791;2021-02-19;2064;Coleman-Reyes;2025-07-26;Project;become;83.0;responsibility;Mercado de Legumes
296;791;2021-02-19;2064;Coleman-Reyes;2025-07-26;Project;become;145.0;somebody;Mercado de Legumes
318;971;2024-09-01;641;Gutierrez, Cisneros and Phillips;2021-07-28;Education;play;;;Mercado de Legumes
491;809;2020-09-03;3180;Smith LLC;2025-01-19;Maybe;thousand;156.0;hair;Mercado de Legumes
491;809;2020-09-03;3180;Smith LLC;2025-01-19;Maybe;thousand;172.0;moment;Mercado de Legumes
39;245;2021-08-21;4833;Yu-Ramirez;2025-09-02;Contain;boy;21.0;party;Mercado de Legumes
281;270;2025-12-18;4279;Carlson-Landry;2025-12-17;Article;political;178.0;form;Mercado de Flores
326;502;2025-05-12;2688;Jackson Group;2024-02-03;Life;knowledge;;;Mercado de Fruta
278;593;2020-02-06;3917;Morrow-Compton;2025-06-19;Throw;picture;90.0;star;Mercado de Legumes
201;885;2023-08-23;1603;Swanson Group;2022-06-11;Event;father;195.0;state;Mercado de Flores
421;779;2021-08-25;4960;Martin LLC;2023-10-20;Lawyer;explain;;;Mercado de Legumes
131;916;2020-12-26;178;Schroeder, Moss and Rivas;2021-05-15;Anyone;reduce;;;Mercado de Fruta
271;407;2025-10-28;1201;Lucero-Dawson;2021-03-15;Admit;administration;;;Mercado de Legumes
118;528;2024-05-30;1307;Powell-Foster;2025-08-02;Some;must;;;Mercado de Flores
28;445;2020-04-17;1297;Hancock, Walker and Miller;2022-11-08;Like;parent;;;Mercado de Fruta
61;154;2025-04-20;4489;Stewart, Hopkins and Williams;2021-12-31;Data;marriage;;;Mercado de Fruta
14;654;2021-11-08;3581;Harrison-Moore;2024-09-28;Everyone;sound;;;Mercado de Flores
258;600;2025-09-12;744;Sims, Miller and Chavez;2021-06-01;Television;why;;;Mercado de Flores
375;289;2024-12-19;2204;Dixon-Williams;2021-07-20;Get;six;;;Mercado de Fruta
202;405;2021-10-16;4265;Thomas-Sanders;2025-02-12;Structure;wide;;;Mercado de Flores
12;759;2021-10-17;2081;Bradley LLC;2024-08-05;Own;recognize;;;Mercado de Flores
418;481;2022-08-03;1084;Shelton Ltd;2022-01-04;Wish;writer;;;Mercado de Fruta
484;178;2022-07-15;4064;Greene Inc;2024-11-23;Series;must;124.0;follow;Mercado de Fruta
94;643;2023-06-30;1937;Boyd, Mcdaniel and Marsh;2022-05-03;First;set;16.0;thing;Mercado de Fruta
310;574;2021-11-04;2999;Turner, Bowman and Williams;2021-08-06;Down;serve;;;Mercado de Fruta
312;808;2023-01-15;210;Roberts, Sanchez and Cook;2021-10-18;Because;material;;;Mercado de Fruta
224;618;2025-07-16;1324;Coleman-Green;2021-04-06;West;manage;137.0;mission;Mercado de Flores
485;392;2025-12-22;373;Allen and Sons;2023-06-18;Democrat;everyone;;;Mercado de Legumes
246;687;2025-03-26;3572;Wood-Fisher;2025-06-13;Clear;quality;;;Mercado de Flores
196;704;2020-11-19;1483;Robinson-Cowan;2025-03-23;Defense;star;;;Mercado de Legumes
351;801;2024-07-27;1305;Curtis Inc;2024-10-01;Special;the;101.0;both;Mercado de Flores
271;110;2020-05-22;4749;Lucero-Dawson;2021-03-15;Our;manage;;;Mercado de Legumes
14;419;2021-07-25;245;Harrison-Moore;2024-09-28;Available;citizen;;;Mercado de Legumes
308;568;2025-05-08;1864;Jones, Harrington and Herrera;2024-03-21;Wonder;bag;;;Mercado de Fruta
143;606;2021-04-29;2460;Flores and Sons;2024-12-02;More;society;;;Mercado de Flores
432;977;2020-02-28;2865;Wright Group;2021-03-18;Decision;off;;;Mercado de Legumes
347;695;2022-03-13;1537;Becker, Flynn and Silva;2023-12-04;Local;weight;;;Mercado de Legumes
28;839;2025-06-03;4225;Hancock, Walker and Miller;2022-11-08;Security;moment;;;Mercado de Legumes
29;458;2020-08-31;3274;Mills Group;2024-12-01;Eat;list;37.0;sister;Mercado de Legumes
29;458;2020-08-31;3274;Mills Group;2024-12-01;Eat;list;174.0;might;Mercado de Legumes
479;941;2025-03-22;4110;Reynolds, Christian and Lopez;2021-07-19;Picture;lay;;;Mercado de Legumes
468;367;2021-03-26;1931;Crawford, Barnes and Aguilar;2021-04-19;Street;outside;;;Mercado de Fruta
185;886;2022-03-01;2014;Jennings PLC;2024-02-10;Compare;student;;;Mercado de Fruta
180;442;2020-05-22;3632;Tran-Huynh;2021-10-01;Public;require;3.0;teach;Mercado de Fruta
444;285;2024-06-29;4040;Mack-Castillo;2024-04-27;Commercial;evidence;;;Mercado de Flores
152;397;2020-08-25;112;Schultz-Glass;2023-06-16;Reveal;return;118.0;western;Mercado de Fruta
458;147;2023-02-28;2727;Long, Walker and Allison;2025-03-29;Individual;court;;;Mercado de Flores
239;502;2022-08-27;4821;Garcia LLC;2025-07-11;Life;knowledge;;;Mercado de Fruta
176;538;2025-05-30;3574;Schaefer-Brooks;2021-04-09;Team;word;;;Mercado de Fruta
326;54;2024-10-21;1525;Jackson Group;2024-02-03;View;eat;;;Mercado de Flores
302;984;2025-10-28;4122;Howard-Palmer;2022-03-21;Foot;forward;;;Mercado de Flores
345;167;2024-06-24;214;Perez-Shannon;2023-09-04;Final;message;;;Mercado de Legumes
137;166;2023-04-25;224;Gray, Kim and Doyle;2023-09-10;Give;certainly;;;Mercado de Fruta
